Customer ID,Date,Time,First Name,Last Name,Gender,Gmail Address,Phone Number,Country,Address,Contact Later,Fruits,Apple,Banana,Orange,Grapes,Strawberry,Pineapple,Mango,Blueberry,Peach,Cherry,Total
436,"31 Jan, 2021",05:02:49,Linda,\Wright,Female,zacharythomas@example.com,4666031|64|94,Malawi,"South Carolina, 7006 Campbell Junction, 02865",Y,Pineapple,1.9,2.2,1.5,2.7,1.2,1.2,2.2,2.0,1.5,1.4,1.2
CusID- 437,"06 Jul, 2022",17:31:36,James,Taylor,m,lynchbobby@example.net,7645-3315-917,Antigua and Barbuda,"Illinois, , 78853",no,"Grapes,Pineapple",1.4,1.3,2.2,2.2,1.7,1.3,2.5,2.5,1.8,2.4,3.5
CusID- 438,"01 Dec, 2022",21:43:14,Sarah,\Phillips,F,qreeves@example.com,37\7137569-29,Mexico,"Washington, , 99764",y,Blueberry,1.2,1.8,1.3,1.6,1.5,2.5,2.2,1.8,1.8,2.5,1.8
CusID- 439,"13 May, 2023",09:25:39,Jennifer,Campbell,Male,wpitts@example.com,9-901975|4782,Barbados,"Colorado, 6867 Butler Club Suite 124, 87119",n,"Apple,Pineapple,Mango",2.4,2.5,2.6,1.2,2.3,2.5,2.6,2.1,1.4,2.7,7.5
440,"08 Jul, 2023",03:23:30,George,Parker,F,msmith@example.org,2|90|76237937,Yemen,"Connecticut, , 47254",no,"Banana,Grapes",2.6,1.2,1.6,1.5,2.2,2.0,1.9,1.7,1.4,1.9,2.7
CusID- 441,"11 Oct, 2021",14:48:19,Kimberly,_Brown,f,craig37@example.net,60\365510|533,Albania,"Massachusetts, 1763 Barber Meadow, 14191",N,Mango,1.8,1.8,1.5,2.3,1.5,1.9,1.7,1.7,2.1,1.8,1.7
CusID- 441,"11 Oct, 2021",14:48:19,Kimberly,_Brown,f,craig37@example.net,60\365510|533,Albania,"Massachusetts, 1763 Barber Meadow, 14191",N,Mango,1.8,1.8,1.5,2.3,1.5,1.9,1.7,1.7,2.1,1.8,1.7
442,"06 Jul, 2024",03:02:05,Elizabeth,\Young,Female,ujones@example.net,9\69008\86009,Saint Martin,"Virginia, 1662 David Fork, ",n,Peach,1.9,1.7,1.9,1.3,2.3,2.4,2.0,2.2,2.6,1.9,2.6
CusID- 443,"10 Aug, 2022",16:02:42,Linda,Anderson,Female,wcarey@example.net,939315-209|48,Austria,"Connecticut, 009 Johnson Islands Suite 131, 96215",n,"Strawberry,Blueberry,Grapes",2.7,1.3,2.1,1.6,2.4,1.8,1.5,1.3,2.7,2.0,5.300000000000001
CusID- 444,"14 May, 2023",06:02:30,Michael,_Young,F,shawnmontoya@example.net,5|31\78356200,Latvia,"Montana, 8561 Brock Street, 02809",N,"Orange,Pineapple",1.3,1.7,2.3,1.7,2.5,1.8,1.7,1.5,2.0,1.9,4.1
CusID- 445,"12 Jul, 2024",16:10:44,Joshua,\Hall,Male,byrdkerri@example.net,08175\20|4664,Bosnia and Herzegovina,"West Virginia, , 24808",Y,"Mango,Grapes,Blueberry,Strawberry",1.4,1.7,2.1,2.6,2.1,1.9,2.2,2.3,1.7,2.6,9.200000000000001
446,"01 Dec, 2021",05:12:36,Dorothy,...Mitchell,Female,freed@example.com,362683422--10,Bermuda,"Nebraska, , 86433",yes,"Cherry,Peach",1.3,1.5,1.8,2.3,2.4,2.7,1.5,1.5,2.3,1.3,3.5999999999999996
447,"28 Feb, 2024",00:51:00,Karen,|Anderson,M,crawfordwilliam@example.com,37\\890873504,Belarus,"Utah, 01117 Audrey Pines Suite 152, 23035",y,"Pineapple,Cherry,Peach,Strawberry,Mango",1.6,1.8,2.0,2.0,2.4,2.6,2.2,2.5,1.9,1.3,10.400000000000002
448,"07 Aug, 2022",09:52:56,Carol,White,F,christineshannon@example.com,7354\99-54173,Pakistan,"Utah, 597 Nicholson Flats, ",Y,"Mango,Pineapple",1.7,1.7,1.5,2.3,1.7,2.6,2.7,1.9,1.6,2.4,5.300000000000001
449,"06 Jan, 2021",03:17:22,Christopher,Harris,f,victorlee@example.net,35|5905|88676,Norway,"Utah, 47516 Natalie Avenue, 32560",yes,Orange,1.9,2.6,1.5,1.5,2.5,1.5,2.5,1.8,2.4,1.3,1.5
450,"06 Mar, 2023",12:37:53,Dorothy,Miller,Male,obaker@example.com,30465458--144,Svalbard & Jan Mayen Islands,"Georgia, , 78933",Y,"Strawberry,Blueberry,Orange",1.4,2.3,1.3,1.5,2.2,2.6,1.7,2.2,2.6,1.6,5.7
CusID- 451,"27 Dec, 2023",06:14:02,Kevin,|Lopez,F,christopher56@example.net,6\|0930570858,Seychelles,"Florida, , 13825",yes,"Mango,Strawberry,Orange,Grapes,Banana",1.6,1.4,2.4,1.6,1.4,2.6,2.7,1.2,2.0,1.6,9.5
452,"02 Jan, 2023",11:31:33,Paul,|Hernandez,Male,dawnbenson@example.com,2393\235|6077,Romania,"New York, 453 Johnston Creek Apt. 167, 03496",no,"Blueberry,Apple,Peach",2.1,1.9,1.9,1.8,1.7,2.0,1.5,1.8,2.0,2.4,5.9
453,"20 Jun, 2021",13:59:51,Melissa,Collins,Male,georgejoshua@example.org,3280\1-200102,Taiwan,"Arizona, , 58560",no,"Pineapple,Banana,Blueberry",1.7,1.8,2.2,1.9,2.4,1.9,1.3,2.3,2.6,1.3,6.0
454,"25 Mar, 2022",10:19:28,Sandra,\Anderson,Male,rittersara@example.net,27857153|0\97,Cape Verde,"Virginia, 321 Howard Rapid, ",y,"Banana,Cherry,Orange",1.4,1.8,1.4,2.3,1.9,1.5,2.5,2.3,1.5,1.4,4.6
455,"12 Oct, 2023",16:07:14,David,|Young,M,steven05@example.org,913182|947\34,Rwanda,"Arkansas, , 73301",N,"Orange,Blueberry,Strawberry,Pineapple",1.4,1.8,2.5,2.0,1.6,2.6,2.6,2.5,1.4,2.6,9.2
CusID- 456,"17 Jan, 2021",07:46:48,Joshua,Adams,Female,zmaynard@example.com,44873079-|025,Bermuda,"Arizona, , 90243",no,"Strawberry,Apple",1.5,1.4,2.5,2.7,1.2,1.9,2.1,2.3,2.3,1.7,2.7
CusID- 457,"08 Dec, 2024",00:03:13,Nancy,\Martinez,f,alvarezholly@example.com,37077-8606\24,Saint Martin,"Illinois, 2618 Carter Brook, 09199",yes,"Mango,Peach,Banana,Pineapple",2.0,2.6,2.4,2.5,1.9,2.1,1.4,2.0,1.9,2.5,8.0
458,"29 Sep, 2023",02:51:44,Linda,_Thompson,m,lauren08@example.org,010284|93-403,Micronesia,"Texas, 30318 Margaret Alley Apt. 462, 65357",no,"Banana,Apple",2.6,2.7,2.1,2.0,1.8,1.6,2.3,2.5,1.7,1.8,5.300000000000001
459,"30 Jun, 2023",19:48:13,Jennifer,\Edwards,F,millershelly@example.net,7126|02303|91,Slovenia,"Tennessee, , 28844",y,"Strawberry,Grapes",1.7,2.7,1.8,1.2,2.4,1.4,1.4,1.6,1.6,1.6,3.5999999999999996
459,"30 Jun, 2023",19:48:13,Jennifer,\Edwards,F,millershelly@example.net,7126|02303|91,Slovenia,"Tennessee, , 28844",y,"Strawberry,Grapes",1.7,2.7,1.8,1.2,2.4,1.4,1.4,1.6,1.6,1.6,3.5999999999999996
CusID- 460,"26 Jan, 2021",00:26:55,Brian,Harris,Female,geoffrey67@example.org,5|73-87329304,Guinea-Bissau,"West Virginia, 350 Megan Orchard Suite 913, 76065",y,"Mango,Pineapple",2.2,1.8,2.1,1.6,1.3,1.2,1.9,2.3,1.2,2.7,3.0999999999999996
CusID- 461,"05 Apr, 2022",01:29:41,Edward,Lopez,Male,tdawson@example.org,43-2044476|14,Portugal,"Illinois, 13128 Anna Fork Suite 351, 51054",Y,"Apple,Orange,Blueberry,Cherry",2.6,1.6,2.5,1.3,1.9,2.1,1.9,2.7,2.1,1.9,9.7
462,"12 Oct, 2021",06:32:05,Paul,\Thomas,Male,stevenfriedman@example.org,11823--384084,Tunisia,"Georgia, 1736 Amber Circles Apt. 314, ",yes,Apple,1.5,2.3,1.6,1.4,2.3,1.3,1.6,2.3,1.9,1.6,1.5
463,"28 Jul, 2022",19:17:25,Amanda,Martinez,f,wrightmelissa@example.net,777-53\713205,Solomon Islands,"California, 88848 Lori Glen, 10073",no,Mango,1.5,2.6,2.0,2.7,1.4,2.1,1.9,1.5,2.0,1.4,1.9
463,"28 Jul, 2022",19:17:25,Amanda,Martinez,f,wrightmelissa@example.net,777-53\713205,Solomon Islands,"California, 88848 Lori Glen, 10073",no,Mango,1.5,2.6,2.0,2.7,1.4,2.1,1.9,1.5,2.0,1.4,1.9
CusID- 464,"16 Dec, 2021",11:40:41,Joshua,_Mitchell,f,john27@example.com,91987-5143\97,Antigua and Barbuda,"South Dakota, , ",yes,"Orange,Apple",1.7,2.2,1.3,2.3,2.6,2.6,1.8,1.9,2.1,2.3,3.0
CusID- 465,"27 Jun, 2022",20:56:06,Robert,\Johnson,f,vargasmichele@example.net,7550-15|58363,Svalbard & Jan Mayen Islands,"North Carolina, 2851 Huber Junction Apt. 465, ",n,"Blueberry,Apple",2.7,1.9,1.5,1.8,2.4,1.7,1.9,1.6,2.2,2.4,4.300000000000001
CusID- 466,"19 Apr, 2023",09:12:09,Kimberly,Anderson,m,wdavis@example.net,4\\7197719489,Cote d'Ivoire,"Vermont, 7652 Glenn Street Apt. 925, ",yes,"Apple,Banana,Cherry",1.7,1.7,1.4,1.9,2.6,2.0,1.4,1.5,1.8,1.6,5.0
467,"26 May, 2022",12:05:47,Elizabeth,King,m,marksdylan@example.net,83-3644|14965,Tajikistan,"Arkansas, 544 Bradshaw Forge Suite 120, 31039",Y,"Pineapple,Banana,Strawberry",1.2,2.3,2.1,1.2,1.6,2.2,2.4,2.2,1.7,1.4,6.1
468,"13 Apr, 2024",22:28:02,Andrew,Davis,m,peterwallace@example.com,016-2|4877143,Saint Vincent and the Grenadines,"Nevada, , 44106",N,"Orange,Strawberry,Pineapple",2.5,1.6,2.4,2.6,2.0,2.4,2.1,1.5,1.4,2.2,6.800000000000001
469,"01 Jan, 2021",17:44:19,Robert,Perez,F,melissasmith@example.net,1\1|498190549,Indonesia,"Vermont, 08710 Rodriguez Extension, 54109",N,"Strawberry,Pineapple,Apple,Grapes",2.5,1.6,2.5,2.2,1.3,2.4,1.6,2.5,1.4,1.8,8.4
469,"01 Jan, 2021",17:44:19,Robert,Perez,F,melissasmith@example.net,1\1|498190549,Indonesia,"Vermont, 08710 Rodriguez Extension, 54109",N,"Strawberry,Pineapple,Apple,Grapes",2.5,1.6,2.5,2.2,1.3,2.4,1.6,2.5,1.4,1.8,8.4
470,"16 Sep, 2021",21:34:34,Emily,Mitchell,Female,wilsonanne@example.org,8-5346018\099,Solomon Islands,"Wyoming, 10551 Mitchell Haven, 38702",y,"Mango,Peach,Orange,Grapes",2.5,1.3,1.8,2.3,2.3,1.9,2.1,1.8,2.3,1.4,8.5
CusID- 471,"06 Mar, 2022",12:57:22,Emily,_Robinson,m,njackson@example.com,12260|84-5224,New Caledonia,"Hawaii, 238 Sue Squares, 79866",no,Peach,1.8,1.7,1.9,1.3,1.3,1.3,2.3,1.6,1.9,2.0,1.9
472,"07 Feb, 2024",23:09:25,James,King,Male,phanna@example.com,0610|52|45363,Monaco,"New Jersey, 5967 Cobb Island, ",y,"Cherry,Strawberry",2.7,1.9,1.9,2.5,2.5,1.5,2.0,2.2,1.3,2.5,5.0
CusID- 473,"24 Dec, 2022",13:18:32,Ashley,Hernandez,Male,samuelchen@example.net,03912630-5|32,Bhutan,"Colorado, 458 Smith Brook, ",no,"Mango,Peach",1.9,1.4,1.9,1.6,1.8,1.8,1.7,1.7,2.1,1.4,3.8
474,"17 Aug, 2024",18:05:42,Michael,|Harris,M,simssierra@example.net,8-2082\455495,Netherlands Antilles,"Minnesota, 43153 Julia Track Suite 639, 72248",N,"Blueberry,Strawberry,Cherry,Peach",2.7,1.7,2.3,1.2,2.6,2.0,1.4,1.4,2.3,2.6,8.899999999999999
475,"25 Feb, 2022",03:05:41,Christopher,Baker,M,kgallegos@example.net,9-854009|6963,Taiwan,"North Carolina, , ",n,Mango,2.3,2.5,2.7,2.4,2.2,2.2,2.3,1.4,1.9,1.8,2.3
CusID- 476,"15 Nov, 2022",21:36:55,Mary,Brown,Female,christopher73@example.com,6|5411|460359,Anguilla,"Florida, 8168 Phelps Circles, 56124",no,"Pineapple,Orange,Mango,Cherry",1.4,2.2,2.4,2.6,2.4,2.7,1.6,2.6,2.7,1.7,8.399999999999999
CusID- 477,"04 Mar, 2024",21:25:36,Matthew,Rodriguez,Female,frenchemma@example.org,93\821-209626,Rwanda,"Washington, , 19502",Y,"Blueberry,Cherry,Mango,Pineapple",1.4,1.4,2.6,1.6,1.9,2.4,2.6,1.6,1.8,2.5,9.1
CusID- 477,"04 Mar, 2024",21:25:36,Matthew,Rodriguez,Female,frenchemma@example.org,93\821-209626,Rwanda,"Washington, , 19502",Y,"Blueberry,Cherry,Mango,Pineapple",1.4,1.4,2.6,1.6,1.9,2.4,2.6,1.6,1.8,2.5,9.1
CusID- 478,"23 Dec, 2021",06:40:10,Michael,\Lopez,Female,moorekevin@example.org,90\25130|1151,Martinique,"Texas, 364 Wilson Circle, 74126",n,"Orange,Pineapple,Cherry,Grapes,Mango",2.1,2.4,2.6,2.3,2.1,1.4,1.8,2.5,1.2,2.4,10.5
CusID- 479,"10 Mar, 2021",19:32:21,Jennifer,Lee,m,dunnmichael@example.com,8219|4-056305,Reunion,"Utah, 560 Chambers Valley Suite 811, 53557",Y,Banana,1.6,2.3,2.3,1.5,2.3,2.0,1.9,2.0,2.2,1.8,2.3
480,"22 Dec, 2021",09:28:41,Kimberly,\White,M,waltonmichael@example.org,56-1785-85247,Zimbabwe,"Georgia, 537 Rebecca Terrace Suite 854, ",yes,"Cherry,Apple",2.1,2.2,2.5,2.5,2.2,2.5,1.8,2.3,1.3,2.6,4.7
481,"27 May, 2023",01:46:25,John,...Martin,Male,kathryn84@example.net,485693-638-21,Kazakhstan,"Alabama, , 46342",n,"Pineapple,Apple,Grapes",2.3,2.3,1.5,1.8,1.7,2.4,2.2,2.0,2.6,1.8,6.499999999999999
482,"12 Jul, 2022",05:35:10,Deborah,Robinson,M,frank96@example.com,3-680555-0399,Lithuania,"New York, , 56542",Y,Strawberry,1.7,1.7,1.3,1.3,2.6,1.2,2.6,1.4,1.2,1.4,2.6
483,"09 Oct, 2023",07:24:37,Linda,...Phillips,Male,enoble@example.org,772-841|88838,Bolivia,"New Jersey, , 37516",yes,"Mango,Orange",2.4,2.0,2.6,2.6,2.6,2.5,1.5,1.8,1.8,2.6,4.1
CusID- 484,"28 Feb, 2021",12:53:44,Mary,Campbell,M,dmcdaniel@example.net,00-5\32645285,Cape Verde,"Kansas, 040 Savannah Views Suite 526, 19861",N,"Grapes,Cherry,Blueberry,Peach,Pineapple",1.4,1.7,2.5,1.8,1.2,1.7,1.7,2.4,1.8,1.7,9.4
CusID- 485,"31 Jul, 2024",12:32:25,Jessica,Martin,f,victoriamayo@example.org,15422-754\356,Algeria,"Tennessee, 31156 Miller Landing Apt. 478, 90515",N,"Orange,Cherry",2.3,2.3,2.2,2.5,1.9,1.7,2.5,2.1,1.8,2.3,4.5
486,"12 May, 2022",20:42:06,Christopher,Robinson,m,llewis@example.org,87-\332611339,San Marino,"West Virginia, 1147 Peters Wall Apt. 608, 72685",no,"Apple,Pineapple,Orange,Cherry,Blueberry",1.6,1.5,1.4,1.4,1.4,2.3,2.0,1.6,2.4,2.2,9.1
CusID- 487,"25 Apr, 2022",02:36:41,Mark,_Baker,f,mjohnson@example.org,079533-|52660,Norfolk Island,"Alabama, 87173 Debra Rapids Suite 289, 53123",no,Mango,2.3,1.5,1.6,2.4,2.2,1.6,2.3,2.2,2.6,1.4,2.3
488,"28 Feb, 2022",16:16:34,Dorothy,\Campbell,M,leejerry@example.net,415001\279\08,Moldova,"Mississippi, 478 Porter Crossroad, ",yes,"Peach,Grapes",2.5,2.6,2.2,2.0,1.8,2.3,2.3,2.3,2.7,1.7,4.7
CusID- 489,"15 Apr, 2021",13:49:38,Matthew,|Parker,m,elizabeth31@example.com,9\04940|50917,Malta,"Ohio, 092 Emily Glens Apt. 599, 96452",no,"Cherry,Strawberry,Banana",2.2,2.6,2.1,2.6,2.5,1.8,1.5,2.6,2.2,2.4,7.5
CusID- 490,"11 Nov, 2022",14:24:31,Betty,...Thompson,F,stephanie22@example.org,3-388-3197327,Malaysia,"Texas, 320 Robinson Pass, 94106",no,"Mango,Orange,Cherry",1.4,1.2,1.7,2.7,1.9,1.6,1.3,1.2,1.5,2.2,5.2
491,"06 Feb, 2023",06:08:49,Nancy,_Perez,F,howardlara@example.com,23\895-111099,Qatar,"Delaware, , 44663",Y,Pineapple,1.2,2.0,2.2,2.1,2.3,1.6,2.3,2.5,2.5,2.2,1.6
CusID- 492,"20 Feb, 2024",14:22:53,Robert,Lopez,Female,jeremiahmelendez@example.net,0912|296|8215,Christmas Island,"Vermont, 83690 Frederick Curve Apt. 087, ",no,"Apple,Orange,Grapes,Pineapple",1.6,1.8,1.9,1.3,1.5,2.0,2.4,1.2,2.4,1.5,6.8
CusID- 493,"30 Jan, 2023",23:37:41,Christopher,Taylor,F,smithvicki@example.net,4487-82718\35,Panama,"Tennessee, 360 Cassandra Haven Apt. 818, 32750",yes,"Cherry,Apple",1.5,2.6,1.4,2.5,1.7,1.6,1.5,2.1,1.4,1.8,3.3
CusID- 494,"06 Jul, 2021",03:58:30,Ashley,Edwards,f,justin92@example.com,5423\0-677895,United States Virgin Islands,"Ohio, , 12996",Y,"Apple,Grapes",2.7,2.7,2.0,2.6,1.3,1.7,1.5,2.1,1.6,1.7,5.300000000000001
CusID- 494,"06 Jul, 2021",03:58:30,Ashley,Edwards,f,justin92@example.com,5423\0-677895,United States Virgin Islands,"Ohio, , 12996",Y,"Apple,Grapes",2.7,2.7,2.0,2.6,1.3,1.7,1.5,2.1,1.6,1.7,5.300000000000001
CusID- 495,"04 Mar, 2023",05:44:31,Nancy,...Allen,Female,preed@example.com,17908|0976|40,Christmas Island,"Arizona, 86973 Jeanette Brooks Apt. 115, 62995",no,"Orange,Blueberry",1.3,1.4,1.7,1.9,2.7,1.9,2.7,2.5,1.5,1.3,4.2
CusID- 496,"15 Aug, 2022",06:44:40,Nancy,\Johnson,f,oneillsean@example.org,4-58510|22239,Gambia,"Texas, 9356 Thompson Inlet Apt. 054, 09757",y,"Blueberry,Cherry,Apple",1.4,2.0,1.8,1.6,1.7,1.5,2.5,2.6,2.6,2.5,6.5
497,"20 Nov, 2021",00:30:33,Sarah,...Anderson,f,hnorman@example.net,03\208539|419,New Zealand,"Alabama, , ",Y,"Banana,Blueberry,Strawberry",1.6,2.0,1.8,1.2,1.5,1.4,1.3,1.4,1.3,1.4,4.9
498,"23 Dec, 2023",20:29:47,Linda,Jackson,F,jonathan11@example.org,869\94\327260,Netherlands Antilles,"Virginia, 069 Lauren Ways, 44018",yes,"Cherry,Peach,Apple,Pineapple",1.4,1.3,2.0,1.8,1.4,2.2,2.2,2.1,2.7,2.0,8.3
CusID- 499,"29 Sep, 2021",12:22:26,George,_Martin,Male,jamesle@example.com,4||2577083511,Uruguay,"Alabama, 01023 Lopez Flat Suite 193, ",N,"Banana,Pineapple",1.7,2.5,2.4,1.6,1.5,2.3,1.7,1.2,2.1,1.4,4.8
CusID- 499,"29 Sep, 2021",12:22:26,George,_Martin,Male,jamesle@example.com,4||2577083511,Uruguay,"Alabama, 01023 Lopez Flat Suite 193, ",N,"Banana,Pineapple",1.7,2.5,2.4,1.6,1.5,2.3,1.7,1.2,2.1,1.4,4.8
500,"13 Feb, 2022",19:51:34,William,Rodriguez,Female,sandramcdaniel@example.net,50661|737-287,New Zealand,"Kentucky, , 68970",Y,"Strawberry,Apple,Pineapple,Orange",2.4,2.5,2.0,1.5,1.7,1.6,1.5,2.0,2.2,2.2,7.699999999999999
